Song Title,Primary Artist,Album/Single/EP,Apple Music URL,Artwork,Country-Restricted (Check if unavailable in certain countries)
It’s All So Incredibly Loud,Glass Animals,Dreamland,https://geo.music.apple.com/ca/album/its-all-so-incredibly-loud/1508562310?i=1508562330&app=music&at=11lt62&ct=tracklink,2021-07-11 00.04.57.jpg (https://dl.airtable.com/.attachments/96c52efce3557942929fb1186f9cdf68/3aecaa64/2021-07-1100.04.57.jpg),
Melon and the Coconut,Glass Animals,Dreamland,https://geo.music.apple.com/ca/album/melon-and-the-coconut/1508562310?i=1508562322&app=music&at=11lt62&ct=tracklink,2021-07-11 00.05.01.jpg (https://dl.airtable.com/.attachments/b54fff45cb665fee550a545f3fd8c2ac/8c06b804/2021-07-1100.05.01.jpg),
Tangerine,Glass Animals,Dreamland,https://geo.music.apple.com/ca/album/tangerine/1508562310?i=1508562313&app=music&at=11lt62&ct=tracklink,2021-07-11 00.05.07.jpg (https://dl.airtable.com/.attachments/8d384c9287b8167c5d7e6d37857266a8/71a988e1/2021-07-1100.05.07.jpg),
Waterfalls Coming Out Your Mouth,Glass Animals,Dreamland,https://geo.music.apple.com/ca/album/waterfalls-coming-out-your-mouth/1508562310?i=1508562328&app=music&at=11lt62&ct=tracklink,2021-07-11 00.05.11.jpg (https://dl.airtable.com/.attachments/7c825d7b8a02f393581dcc5726daa9f9/17ad9256/2021-07-1100.05.11.jpg),
Space Ghost Coast To Coast,Glass Animals & Bree Runway,Space Ghost Coast To Coast - Single,https://geo.music.apple.com/ca/album/space-ghost-coast-to-coast/1566602544?i=1566602545&app=music&at=11lt62&ct=tracklink,,
Tokyo Drifting,Glass Animals & Denzel Curry,Tokyo Drifting - Single,https://geo.music.apple.com/ca/album/tokyo-drifting/1486352198?i=1486352207&app=music&at=11lt62&ct=tracklink,,
Bushido,Good Gas & JP THE WAVY,F9: The Fast Saga (Original Motion Picture Soundtrack),https://geo.music.apple.com/ca/album/bushido/1569423035?i=1569424815&app=music&at=11lt62&ct=tracklink,2021-07-11 22.28.52.jpg (https://dl.airtable.com/.attachments/e45fab4fbf6b1324d4c6b7ae99c2bd27/212517d9/2021-07-1122.28.52.jpg),
We're an American Band,Grand Funk Railroad,Classic Rock Workout,https://geo.music.apple.com/ca/album/were-an-american-band/1434903954?i=1434903958&app=music&at=11lt62&ct=tracklink,,
Concorde,Gregory Porter,All Rise (Deluxe),https://music.apple.com/ca/album/concorde/1494284390?i=1494284392,2021-07-11 22.19.26.jpg (https://dl.airtable.com/.attachments/057224d23d54f2bfd37e70b0b0e1e632/653bea7e/2021-07-1122.19.26.jpg),
Dad Gone Thing,Gregory Porter,All Rise (Deluxe),https://music.apple.com/ca/album/dad-gone-thing/1494284390?i=1494284393,2021-07-11 22.19.30.jpg (https://dl.airtable.com/.attachments/58757fd89299d6334a49309a0f79354c/3e1defd5/2021-07-1122.19.30.jpg),
Everything You Touch Is Gold,Gregory Porter,All Rise (Deluxe),https://music.apple.com/ca/album/everything-you-touch-is-gold/1494284390?i=1494284403,2021-07-11 22.19.35.jpg (https://dl.airtable.com/.attachments/f3d6a73c22180979b0096cc2c0a1b145/b6a1cca5/2021-07-1122.19.35.jpg),
Faith In Love,Gregory Porter,All Rise (Deluxe),https://music.apple.com/ca/album/faith-in-love/1494284390?i=1494284397,2021-07-11 22.19.39.jpg (https://dl.airtable.com/.attachments/ccacf67c25f398c20f6306e479b48dc5/3a0851c6/2021-07-1122.19.39.jpg),
If Love Is Overrated,Gregory Porter,All Rise (Deluxe),https://geo.music.apple.com/ca/album/if-love-is-overrated/1494284390?i=1494284395&app=music&at=11lt62&ct=tracklink,2021-07-11 22.19.47.jpg (https://dl.airtable.com/.attachments/6c809f53a0aac7fa2caeaba6d2d5013c/1c19232a/2021-07-1122.19.47.jpg),
Long List Of Troubles,Gregory Porter,All Rise (Deluxe),https://music.apple.com/ca/album/long-list-of-troubles/1494284390?i=1494284399,2021-07-11 22.19.51.jpg (https://dl.airtable.com/.attachments/a9c64e15b2ba9afd67ff0afdc7172f7d/1acd705b/2021-07-1122.19.51.jpg),
Merchants Of Paradise,Gregory Porter,All Rise (Deluxe),https://music.apple.com/ca/album/merchants-of-paradise/1494284390?i=1494284398,2021-07-11 22.21.10.jpg (https://dl.airtable.com/.attachments/87d2531f3817c4f5c900b04ed1c84a4a/13299f2b/2021-07-1122.21.10.jpg),
Mister Holland,Gregory Porter,All Rise (Deluxe),https://music.apple.com/ca/album/mister-holland/1494284390?i=1494284400,2021-07-11 22.19.55.jpg (https://dl.airtable.com/.attachments/d0df5cfc2a5f112634c4ab856bcdc99c/e9759f9a/2021-07-1122.19.55.jpg),
Modern Day Apprentice,Gregory Porter,All Rise (Deluxe),https://music.apple.com/ca/album/modern-day-apprentice/1494284390?i=1494284401,2021-07-11 22.20.03.jpg (https://dl.airtable.com/.attachments/c057ff427571dfb45066d5f8f4a05e5c/bd6275d4/2021-07-1122.20.03.jpg),
Earl Grey Tea,Griff,One Foot In Front Of The Other,https://geo.music.apple.com/ca/album/earl-grey-tea/1558154782?i=1558154788&app=music&at=11lt62&ct=tracklink,2021-07-11 00.08.40.jpg (https://dl.airtable.com/.attachments/6f1fd8c51f9cbfd003f37889f3dde6f0/8a1af771/2021-07-1100.08.40.jpg),
Heart of Gold,Griff,One Foot In Front Of The Other,https://geo.music.apple.com/ca/album/heart-of-gold/1558154782?i=1558154786&app=music&at=11lt62&ct=tracklink,2021-07-11 00.08.44.jpg (https://dl.airtable.com/.attachments/deda6c78058ce4bdffc3b3d745d37e86/2fcbb4c0/2021-07-1100.08.44.jpg),
One Foot In Front Of The Other,Griff,One Foot In Front Of The Other,https://geo.music.apple.com/ca/album/one-foot-in-front-of-the-other/1558154782?i=1558154784&app=music&at=11lt62&ct=tracklink,2021-07-11 00.08.48.jpg (https://dl.airtable.com/.attachments/702e0fe1def7fd54c6c577d2d20b5a13/23de14c5/2021-07-1100.08.48.jpg),
Remembering My Dreams,Griff,One Foot In Front Of The Other,https://geo.music.apple.com/ca/album/remembering-my-dreams/1558154782?i=1558154787&app=music&at=11lt62&ct=tracklink,2021-07-11 00.08.51.jpg (https://dl.airtable.com/.attachments/2c9ae4302463628aa0143d453750b6c5/deb0140a/2021-07-1100.08.51.jpg),
Shade of Yellow,Griff,One Foot In Front Of The Other,https://geo.music.apple.com/ca/album/shade-of-yellow/1558154782?i=1558154785&app=music&at=11lt62&ct=tracklink,2021-07-11 00.08.54.jpg (https://dl.airtable.com/.attachments/6706ce19700eae4d801483722ce9cea5/32f21900/2021-07-1100.08.54.jpg),
Walk,Griff,One Foot In Front Of The Other,https://geo.music.apple.com/ca/album/walk/1558154782?i=1558154789&app=music&at=11lt62&ct=tracklink,2021-07-11 00.08.58.jpg (https://dl.airtable.com/.attachments/be82281d58229b193ac5906efbc59b97/f378af16/2021-07-1100.08.58.jpg),
Black Hole,Griff,Black Hole - Single,https://geo.music.apple.com/ca/album/black-hole/1544276500?i=1544276501&app=music&at=11lt62&ct=tracklink,,
Deleter,Grouplove,Deleter - Single,https://geo.music.apple.com/ca/album/deleter/1491375720?i=1491375723&app=music&at=11lt62&ct=tracklink,,
Ahead of Myself,Grouplove,Healer,https://geo.music.apple.com/ca/album/ahead-of-myself/1493774412?i=1493774421&app=music&at=11lt62&ct=tracklink,2021-07-11 00.06.44.jpg (https://dl.airtable.com/.attachments/ebf1e5738378348af350e4c436d4799e/709d6108/2021-07-1100.06.44.jpg),
Burial,Grouplove,Healer,https://geo.music.apple.com/ca/album/burial/1493774412?i=1493774423&app=music&at=11lt62&ct=tracklink,2021-07-11 00.06.49.jpg (https://dl.airtable.com/.attachments/4678b1b294631f27c308035fb8313370/2f8e0034/2021-07-1100.06.49.jpg),
Expectations,Grouplove,Healer,https://geo.music.apple.com/ca/album/expectations/1493774412?i=1493774416&app=music&at=11lt62&ct=tracklink,2021-07-11 00.06.52.jpg (https://dl.airtable.com/.attachments/d4acbd57aa38c33cd9689584a2cec06a/7f2e1106/2021-07-1100.06.52.jpg),
Hail to the Queen,Grouplove,Healer,https://geo.music.apple.com/ca/album/hail-to-the-queen/1493774412?i=1493774422&app=music&at=11lt62&ct=tracklink,2021-07-11 00.06.56.jpg (https://dl.airtable.com/.attachments/d0f5eec5f7b871450b87885d9db8c489/de300ab7/2021-07-1100.06.56.jpg),
Inside Out,Grouplove,Healer,https://geo.music.apple.com/ca/album/inside-out/1493774412?i=1493774415&app=music&at=11lt62&ct=tracklink,2021-07-11 00.06.59.jpg (https://dl.airtable.com/.attachments/1036ae7aba89fb5fd761a26b8390f461/6d0bf160/2021-07-1100.06.59.jpg),
Places,Grouplove,Healer,https://geo.music.apple.com/ca/album/places/1493774412?i=1493774419&app=music&at=11lt62&ct=tracklink,2021-07-11 00.07.03.jpg (https://dl.airtable.com/.attachments/0d937b889094d84cf9e243cc60e19ac0/3a350f08/2021-07-1100.07.03.jpg),
Promises,Grouplove,Healer,https://geo.music.apple.com/ca/album/promises/1493774412?i=1493774420&app=music&at=11lt62&ct=tracklink,2021-07-11 00.07.15.jpg (https://dl.airtable.com/.attachments/dce087fe146c7250912d92e14bfc08c6/fb2127b9/2021-07-1100.07.15.jpg),
The Great Unknown,Grouplove,Healer,https://geo.music.apple.com/ca/album/the-great-unknown/1493774412?i=1493774417&app=music&at=11lt62&ct=tracklink,2021-07-11 00.07.20.jpg (https://dl.airtable.com/.attachments/1540abc3d478064283bbdff50bf1119c/0ab5ea1b/2021-07-1100.07.20.jpg),
This is Everything,Grouplove,Healer,https://geo.music.apple.com/ca/album/this-is-everything/1493774412?i=1493774424&app=music&at=11lt62&ct=tracklink,2021-07-11 00.07.30.jpg (https://dl.airtable.com/.attachments/a8d4046dbdcd776cf9a0910689a166a8/287c8e86/2021-07-1100.07.30.jpg),
Youth,Grouplove,Healer,https://geo.music.apple.com/ca/album/youth/1493774412?i=1493774418&app=music&at=11lt62&ct=tracklink,2021-07-11 00.07.35.jpg (https://dl.airtable.com/.attachments/7d53b4db68509ea08d2013326c2cc752/0984a2d5/2021-07-1100.07.35.jpg),
Just the Two of Us,"Grover Washington,Jr. & Bill Withers",Winelight,https://geo.music.apple.com/ca/album/just-the-two-of-us/321974938?i=321975002&app=music&at=11lt62&ct=tracklink,,
Bust Down,Gucci Mane,Ice Daddy,https://geo.music.apple.com/ca/album/bust-down/1565416439?i=1565416711&app=music&at=11lt62&ct=tracklink,2021-07-11 00.10.15.jpg (https://dl.airtable.com/.attachments/1bd3404d8b8a70bc8f8585ead80304c8/89f9464f/2021-07-1100.10.15.jpg),
Dboy Style,Gucci Mane,Ice Daddy,https://geo.music.apple.com/ca/album/dboy-style/1565416439?i=1565416688&app=music&at=11lt62&ct=tracklink,2021-07-11 00.10.20.jpg (https://dl.airtable.com/.attachments/c4847b88ee8c993085d49edcb87af4f7/3e42a942/2021-07-1100.10.20.jpg),
Fold Dat Money Up (feat. Project Pat),Gucci Mane,Ice Daddy,https://geo.music.apple.com/ca/album/fold-dat-money-up-feat-project-pat/1565416439?i=1565416706&app=music&at=11lt62&ct=tracklink,2021-07-11 00.10.23.jpg (https://dl.airtable.com/.attachments/49ac1a3b489e0917c9b2d9b2edc6ee59/4976ed0b/2021-07-1100.10.23.jpg),
Gucci Coming 4 You,Gucci Mane,Ice Daddy,https://geo.music.apple.com/ca/album/gucci-coming-4-you/1565416439?i=1565416708&app=music&at=11lt62&ct=tracklink,2021-07-11 00.10.27.jpg (https://dl.airtable.com/.attachments/21468d356ecab94eb4805a8fd471e1ae/23d08b78/2021-07-1100.10.27.jpg),
How I See It,Gucci Mane,Ice Daddy,https://geo.music.apple.com/ca/album/how-i-see-it/1565416439?i=1565416713&app=music&at=11lt62&ct=tracklink,2021-07-11 00.10.31.jpg (https://dl.airtable.com/.attachments/37d31bca475432c61e81675d0f208868/222a057b/2021-07-1100.10.31.jpg),
I Got It (feat. Lil Uzi Vert),Gucci Mane,Ice Daddy,https://geo.music.apple.com/ca/album/i-got-it-feat-lil-uzi-vert/1565416439?i=1565416692&app=music&at=11lt62&ct=tracklink,2021-07-11 00.10.34.jpg (https://dl.airtable.com/.attachments/44823f10a13503a3e49a43691e30323e/139d29bc/2021-07-1100.10.34.jpg),
Invoices,Gucci Mane,Ice Daddy,https://geo.music.apple.com/ca/album/invoices/1565416439?i=1565416709&app=music&at=11lt62&ct=tracklink,2021-07-11 00.10.43.jpg (https://dl.airtable.com/.attachments/9bdbba7bb669f0ad7ec28d2f501f3dfa/d9c15f31/2021-07-1100.10.43.jpg),
Lately,Gucci Mane,Ice Daddy,https://geo.music.apple.com/ca/album/lately/1565416439?i=1565416712&app=music&at=11lt62&ct=tracklink,2021-07-11 00.10.48.jpg (https://dl.airtable.com/.attachments/47b7527fcf0601f54412382482f0c0ea/fccae6e2/2021-07-1100.10.48.jpg),
Live at the Red Carpet (feat. Peewee Longway),Gucci Mane,Ice Daddy,https://geo.music.apple.com/ca/album/live-at-the-red-carpet-feat-peewee-longway/1565416439?i=1565416710&app=music&at=11lt62&ct=tracklink,2021-07-11 00.10.53.jpg (https://dl.airtable.com/.attachments/2281f0d011243b9b05e67cfca23a0d47/d375b442/2021-07-1100.10.53.jpg),
Never Runnin Out Of Money (feat. E-40),Gucci Mane,Ice Daddy,https://geo.music.apple.com/ca/album/never-runnin-out-of-money-feat-e-40/1565416439?i=1565416705&app=music&at=11lt62&ct=tracklink,2021-07-11 00.10.57.jpg (https://dl.airtable.com/.attachments/25ad8cffde72fe9434d990730a1394b2/057bb4cf/2021-07-1100.10.57.jpg),
Posse on Bouldercrest (feat. Pooh Shiesty & Sir Mix-A-Lot),Gucci Mane,Ice Daddy,https://geo.music.apple.com/ca/album/posse-on-bouldercrest-feat-pooh-shiesty-sir-mix-a-lot/1565416439?i=1565416441&app=music&at=11lt62&ct=tracklink,2021-07-11 00.11.07.jpg (https://dl.airtable.com/.attachments/e626abd983077197018c47e78018f68b/45fdf7e5/2021-07-1100.11.07.jpg),
Rich N***a Shit,Gucci Mane,Ice Daddy,https://geo.music.apple.com/ca/album/rich-n-a-shit/1565416439?i=1565416694&app=music&at=11lt62&ct=tracklink,2021-07-11 00.11.13.jpg (https://dl.airtable.com/.attachments/18de19783e3993cc93a51fbba2b43877/1a757722/2021-07-1100.11.13.jpg),
Shit Crazy (feat. BIG30),Gucci Mane,Ice Daddy,https://geo.music.apple.com/ca/album/shit-crazy-feat-big30/1565416439?i=1565416444&app=music&at=11lt62&ct=tracklink,2021-07-11 00.11.18.jpg (https://dl.airtable.com/.attachments/7463dc631b0bd3ef49e4765cdf75320c/8b40defb/2021-07-1100.11.18.jpg),
Top of Shit (feat. 2 Chainz & Young Dolph),Gucci Mane,Ice Daddy,https://geo.music.apple.com/ca/album/top-of-shit-feat-2-chainz-young-dolph/1565416439?i=1565416696&app=music&at=11lt62&ct=tracklink,2021-07-11 00.11.22.jpg (https://dl.airtable.com/.attachments/4fd11f0cd719a65d7dc91582879bd04c/4b513f2c/2021-07-1100.11.22.jpg),
Trap Shit (feat. Lil Baby),Gucci Mane,Ice Daddy,https://geo.music.apple.com/ca/album/trap-shit-feat-lil-baby/1565416439?i=1565416690&app=music&at=11lt62&ct=tracklink,2021-07-11 00.11.31.jpg (https://dl.airtable.com/.attachments/a7717d559888b97e4e26c78dde4404f7/29b3660a/2021-07-1100.11.31.jpg),
Like 34 & 8 (feat. Pooh Shiesty),Gucci Mane,Like 34 & 8 (feat. Pooh Shiesty) - Single,https://geo.music.apple.com/ca/album/like-34-8-feat-pooh-shiesty/1571383477?i=1571383481&app=music&at=11lt62&ct=tracklink,,
Poppin,Gucci Mane & BigWalkDog,Ice Daddy,https://geo.music.apple.com/ca/album/poppin/1565416439?i=1565416440&app=music&at=11lt62&ct=tracklink,2021-07-11 00.11.36.jpg (https://dl.airtable.com/.attachments/c5281588ed5b1ae0c43ef3c4b05e94eb/df2d6617/2021-07-1100.11.36.jpg),
Sweet Child O' Mine,Guns N' Roses,Appetite for Destruction (Super Deluxe),https://geo.music.apple.com/ca/album/sweet-child-o-mine/1377826053?i=1377826892&app=music&at=11lt62&ct=tracklink,,
Welcome to the Jungle,Guns N' Roses,Appetite for Destruction (Super Deluxe),https://geo.music.apple.com/ca/album/welcome-to-the-jungle/1377826053?i=1377826728&app=music&at=11lt62&ct=tracklink,,
Starving (feat. Zedd),Hailee Steinfeld & Grey,Starving (feat. Zedd) - Single,https://geo.music.apple.com/ca/album/starving-feat-zedd/1444891935?i=1444891951&app=music&at=11lt62&ct=tracklink,2021-07-10 10.06.22.jpg (https://dl.airtable.com/.attachments/ce615781ed487151b449b5c95603caf7/3940c8c4/2021-07-1010.06.22.jpg),
3am,Halsey,Manic,https://geo.music.apple.com/ca/album/3am/1479627997?i=1479628013&app=music&at=11lt62&ct=tracklink,2021-07-11 00.13.25.jpg (https://dl.airtable.com/.attachments/ccf182074a4e66c9ef39c88f8b7878b9/16afce32/2021-07-1100.13.25.jpg),
929,Halsey,Manic,https://geo.music.apple.com/ca/album/929/1479627997?i=1479628361&app=music&at=11lt62&ct=tracklink,2021-07-11 00.13.29.jpg (https://dl.airtable.com/.attachments/dd49d645065d766c5e17421d30f79dc6/f5ecf214/2021-07-1100.13.29.jpg),
Ashley,Halsey,Manic,https://geo.music.apple.com/ca/album/ashley/1481418637?i=1481418638&app=music&at=11lt62&ct=tracklink,2021-07-11 00.13.33.jpg (https://dl.airtable.com/.attachments/8421dc78f08685c5295aaae1c33c336b/6ae3ffd8/2021-07-1100.13.33.jpg),
clementine,Halsey,Manic,https://geo.music.apple.com/ca/album/clementine/1479627997?i=1479628003&app=music&at=11lt62&ct=tracklink,2021-07-11 00.13.36.jpg (https://dl.airtable.com/.attachments/2369f83438f4f8c258d24d98132029c5/98229853/2021-07-1100.13.36.jpg),
Forever ... (is a long time),Halsey,Manic,https://geo.music.apple.com/ca/album/forever-is-a-long-time/1479627997?i=1479628007&app=music&at=11lt62&ct=tracklink,2021-07-11 00.13.40.jpg (https://dl.airtable.com/.attachments/6836d16409827d32363f3882e40e9678/7b3044a0/2021-07-1100.13.40.jpg),
Graveyard,Halsey,Manic,https://geo.music.apple.com/ca/album/graveyard/1479627997?i=1479628004&app=music&at=11lt62&ct=tracklink,2021-07-11 00.13.49.jpg (https://dl.airtable.com/.attachments/2aa5310b66f98a788e94f6b5f84b70c5/85a5ed9d/2021-07-1100.13.49.jpg),
I HATE EVERYBODY,Halsey,Manic,https://geo.music.apple.com/ca/album/i-hate-everybody/1479627997?i=1479628012&app=music&at=11lt62&ct=tracklink,2021-07-11 00.13.53.jpg (https://dl.airtable.com/.attachments/e73e397b975e6d770bee738b95bdbb7a/a3260378/2021-07-1100.13.53.jpg),
killing boys,Halsey,Manic,https://geo.music.apple.com/ca/album/killing-boys/1479627997?i=1479628348&app=music&at=11lt62&ct=tracklink,2021-07-11 00.13.59.jpg (https://dl.airtable.com/.attachments/fea2e562fadbf0cc129226cdc9bf47a7/88efb2cc/2021-07-1100.13.59.jpg),
More,Halsey,Manic,https://geo.music.apple.com/ca/album/more/1479627997?i=1479628357&app=music&at=11lt62&ct=tracklink,2021-07-11 00.14.04.jpg (https://dl.airtable.com/.attachments/891efdb755741553d2ef83cd4f9027ec/5aed1403/2021-07-1100.14.04.jpg),
Still Learning,Halsey,Manic,https://geo.music.apple.com/ca/album/still-learning/1479627997?i=1479628358&app=music&at=11lt62&ct=tracklink,2021-07-11 00.14.09.jpg (https://dl.airtable.com/.attachments/f5e7c9af131790ac5d681cbd0b4e6d53/c849d728/2021-07-1100.14.09.jpg),
Without Me,Halsey,Manic,https://geo.music.apple.com/ca/album/without-me/1479627997?i=1479628015&app=music&at=11lt62&ct=tracklink,2021-07-11 00.14.17.jpg (https://dl.airtable.com/.attachments/91f53aa51ee2729035cd757c9e30d7c3/885bf271/2021-07-1100.14.17.jpg),
You should be sad,Halsey,Manic,https://geo.music.apple.com/ca/album/you-should-be-sad/1481418637?i=1481418641&app=music&at=11lt62&ct=tracklink,2021-07-11 00.14.22.jpg (https://dl.airtable.com/.attachments/c64421ae162936829287449c09a39131/e4c7ec12/2021-07-1100.14.22.jpg),
SUGA's Interlude,"Halsey,SUGA & BTS",Manic,https://geo.music.apple.com/ca/album/sugas-interlude/1479627997?i=1479628352&app=music&at=11lt62&ct=tracklink,2021-07-11 00.14.31.jpg (https://dl.airtable.com/.attachments/7e2ff33cc0620b6a99285f86f5e67180/da7e230f/2021-07-1100.14.31.jpg),
Alanis' Interlude,Halsey & Alanis Morissette,Manic,https://geo.music.apple.com/ca/album/alanis-interlude/1479627997?i=1479628347&app=music&at=11lt62&ct=tracklink,,
Dominic's Interlude,Halsey & Dominic Fike,Manic,https://geo.music.apple.com/ca/album/dominics-interlude/1479627997?i=1479628008&app=music&at=11lt62&ct=tracklink,,
Alone,Heart,Bad Animals,https://geo.music.apple.com/ca/album/alone/724077331?i=724077447&app=music&at=11lt62&ct=tracklink,,
First Trip,Herbie Hancock,Speak Like a Child,https://geo.music.apple.com/ca/album/first-trip/1444110917?i=1444110936&app=music&at=11lt62&ct=tracklink,2021-07-11 22.21.56.jpg (https://dl.airtable.com/.attachments/bf707ee498b5eaa8740ce7c8e1f2ae97/1cbee678/2021-07-1122.21.56.jpg),
Goodbye to Childhood,Herbie Hancock,Speak Like a Child,https://geo.music.apple.com/ca/album/goodbye-to-childhood/1444110917?i=1444111094&app=music&at=11lt62&ct=tracklink,2021-07-11 22.22.00.jpg (https://dl.airtable.com/.attachments/256c77b755b8940b33fb8c653e85168c/565b7588/2021-07-1122.22.00.jpg),
Riot,Herbie Hancock,Speak Like a Child,https://geo.music.apple.com/ca/album/riot/1444110917?i=1444110926&app=music&at=11lt62&ct=tracklink,2021-07-11 22.22.04.jpg (https://dl.airtable.com/.attachments/5b91c0470d7a17c83de73a52275d6cf3/6749a548/2021-07-1122.22.04.jpg),
Speak Like a Child,Herbie Hancock,Speak Like a Child,https://geo.music.apple.com/ca/album/speak-like-a-child/1444110917?i=1444110933&app=music&at=11lt62&ct=tracklink,2021-07-11 22.22.07.jpg (https://dl.airtable.com/.attachments/ad34cfe4aee163a6540b4547d346d4fd/945e06ab/2021-07-1122.22.07.jpg),
The Sorcerer,Herbie Hancock,Speak Like a Child,https://geo.music.apple.com/ca/album/the-sorcerer/1444110917?i=1444111096&app=music&at=11lt62&ct=tracklink,2021-07-11 22.22.11.jpg (https://dl.airtable.com/.attachments/25507ad0439e8b6ae8826508942f0a52/af7c0e87/2021-07-1122.22.11.jpg),
Toys,Herbie Hancock,Speak Like a Child,https://geo.music.apple.com/ca/album/toys/1444110917?i=1444110940&app=music&at=11lt62&ct=tracklink,2021-07-11 22.22.15.jpg (https://dl.airtable.com/.attachments/953ef1a6c7aca83476ae8cc0882539b1/4fe0887b/2021-07-1122.22.15.jpg),
The Walls Are Way Too Thin,Holly Humberstone,The Walls Are Way Too Thin - Single,https://geo.music.apple.com/ca/album/the-walls-are-way-too-thin/1566171120?i=1566171284&app=music&at=11lt62&ct=tracklink,2021-07-11 23.33.52.jpg (https://dl.airtable.com/.attachments/2d2b9c87cc69178d5103cedc61d5f5a4/d466d38a/2021-07-1123.33.52.jpg),
Deep End,Holly Humberstone,Falling Asleep at the Wheel - EP,https://geo.music.apple.com/ca/album/deep-end/1526449289?i=1526449290&app=music&at=11lt62&ct=tracklink,2021-07-11 23.33.38.jpg (https://dl.airtable.com/.attachments/c0a0d1dfad8e612aa9591c1a5bfa4c3f/c33998bc/2021-07-1123.33.38.jpg),
Drop Dead,Holly Humberstone,Falling Asleep at the Wheel - EP,https://geo.music.apple.com/ca/album/drop-dead/1526449289?i=1526449293&app=music&at=11lt62&ct=tracklink,2021-07-11 23.33.34.jpg (https://dl.airtable.com/.attachments/a2fc6b601e34ffa0c43cbce19edbd9bd/a6fc454f/2021-07-1123.33.34.jpg),
